date,S. No.,open,high,low,close,adjusted close,volume,dividend amount,split cf
2017-10-10,1040,147.71,148.95,147.65,148.5,116.0535075,4028877,0,1
2017-10-09,1041,146.5,147.79,146.35,147.39,115.1860368,2678887,0,1
2017-10-06,1042,146.64,146.85,146.32,146.48,114.4748672,2248474,0,1
2017-10-05,1043,146.68,147.54,146.48,146.72,114.6624284,2536971,0,1
2017-10-04,1044,147,147.02,146.11,146.48,114.4748672,2225673,0,1
2017-10-03,1045,146.69,147.1999,146.34,146.78,114.7093187,2285725,0,1
2017-10-02,1046,145.35,146.865,145.21,146.66,114.6155381,2955450,0,1
2017-09-29,1047,145.45,145.69,144.92,145.08,113.3807601,2635887,0,1
2017-09-28,1048,145.33,145.86,144.21,145.66,113.834033,2763219,0,1
2017-09-27,1049,146.68,146.9,145.03,145.66,113.834033,3446073,0,1
2017-09-26,1050,146.36,147.42,145.94,146.56,114.5373876,4106513,0,1
2017-09-25,1051,145.12,146.03,144.91,145.87,113.9981491,5179476,0,1
2017-09-22,1052,145.59,145.59,144.59,145.13,113.4198353,2741663,0,1
2017-09-21,1053,145.65,145.8911,145.1,145.26,113.521431,2289276,0,1
2017-09-20,1054,144.93,145.88,144.42,145.88,114.0059641,5384615,0,1
2017-09-19,1055,144.79,144.98,144.22,144.39,112.8415215,3456574,0,1
2017-09-18,1056,144.81,145.4799,144.27,144.55,112.9665623,3018012,0,1
2017-09-15,1057,144.82,145.17,144.08,144.82,113.1775687,7297773,0,1
2017-09-14,1058,145.86,146.38,145.51,145.54,113.7402524,3742944,0,1
2017-09-13,1059,145.35,146.29,145.34,145.99,114.0919297,4070378,0,1
2017-09-12,1060,145.11,146.37,144.51,145.76,113.9121835,5222522,0,1
2017-09-11,1061,143.54,145.13,143.01,144.86,113.2088289,4549334,0,1
2017-09-08,1062,143.15,143.15,141.64,142.45,111.3254016,3344701,0,1
2017-09-07,1063,144.1,144.64,142.41,142.9,111.6770789,4155968,0,1
2017-09-06,1064,143.88,144.47,143.5,143.82,112.3960636,3205295,0,1
2017-09-05,1065,143.5,144.3575,142.7,143.04,111.7864896,3097503,0,1
2017-09-01,1066,142.98,144.5,142.98,144.08,112.599255,3348503,0,1
2017-08-31,1067,143.02,143.66,142.63,143.03,111.7786746,3614517,0,1
2017-08-30,1068,143.26,143.28,142.41,142.56,111.4113672,2715466,0,1
2017-08-29,1069,142.1,143.425,141.9,143.14,111.8646402,3000993,0,1
2017-08-28,1070,144.11,144.56,142.39,142.51,111.3722919,5086015,0,1
2017-08-25,1071,143.3,144.19,143.25,143.74,112.3335432,2866131,0,1
2017-08-24,1072,142.5,143.68,142.25,142.94,111.7083391,3580245,0,1
2017-08-23,1073,140.7,143.05,140.68,142.14,111.0831351,4035421,0,1
2017-08-22,1074,140.64,141.15,140.38,141.01,110.2000343,2495902,0,1
2017-08-21,1075,139.59,140.42,139.13,140.33,109.6686108,2949410,0,1
2017-08-18,1076,140.87,141.15,139.58,139.7,109.1762626,4128761,0,1
2017-08-17,1077,142.52,142.89,140.7,140.7,109.9577677,4342286,0,1
2017-08-16,1078,141.79,142.91,141.61,142.5,111.3644769,3239516,0,1
2017-08-15,1079,142.55,143.34,140.58,142.07,111.0284297,4652618,0,1
2017-08-14,1080,142,142.76,141.94,142.32,111.223806,2222304,0,1
2017-08-11,1081,142.45,142.59,141.52,141.84,110.8486835,3004040,0,1
2017-08-10,1082,141.64,142.42,141.23,141.84,110.8486835,4378186,0,1
2017-08-09,1083,141.75,142.03,141.19,141.77,110.7939782,2920582,0,1
2017-08-08,1084,142,142.76,142,142.11,111.0596899,3281972,1.5,1
2017-08-07,1085,145,145.09,142.75,143.47,110.951422,4576508,0,1
2017-08-04,1086,145,145.39,144.4,145.16,112.2583705,2542800,0,1
2017-08-03,1087,144.43,145.34,144.43,144.94,112.0882352,3028769,0,1
2017-08-02,1088,145.12,145.29,144.22,144.45,111.7092974,3400024,0,1
2017-08-01,1089,145,145.67,144.72,145.3,112.3666384,3197848,0,1
2017-07-31,1090,144.38,144.93,144.17,144.67,111.8794328,4333680,0,1
2017-07-28,1091,144.81,145.04,143.84,144.29,111.5855627,3022662,0,1
2017-07-27,1092,145,145.395,143.64,145.07,112.1887697,6374650,0,1
2017-07-26,1093,146.27,146.46,144.47,145.36,112.413039,3806651,0,1
2017-07-25,1094,146.57,147.49,146.03,146.19,113.0549131,4184435,0,1
2017-07-24,1095,147,147.04,145.8,145.99,112.9002446,3818232,0,1
2017-07-21,1096,147.59,147.87,146.51,147.08,113.7431877,6456514,0,1
2017-07-20,1097,147.53,148.83,147.03,147.66,114.1917263,7105481,0,1
2017-07-19,1098,150.02,150.25,146.71,147.53,114.0911918,14043000,0,1
2017-07-18,1099,152.36,154.29,152,154,119.0947166,6867302,0,1
2017-07-17,1100,153.59,153.88,152.2399,153.01,118.3291077,4751141,0,1
2017-07-14,1101,154.01,154.615,153.4,154.24,119.2803187,3214337,0,1
2017-07-13,1102,153.7,154.19,153.19,153.63,118.8085799,2474847,0,1
2017-07-12,1103,153.48,154.24,153.05,153.7,118.8627139,3090315,0,1
2017-07-11,1104,153.26,153.65,152.05,153.19,118.4683093,3431418,0,1
2017-07-10,1105,152.91,153.89,152.63,153.42,118.646178,2804780,0,1
2017-07-07,1106,152.62,153.49,152.14,152.94,118.2749737,2345721,0,1
2017-07-06,1107,153.36,153.83,152.23,152.36,117.8264352,2735717,0,1
2017-07-05,1108,155.77,155.89,153.63,153.67,118.8395136,3558639,0,1
2017-07-03,1109,153.58,156.025,153.52,155.58,120.3165974,2822499,0,1
2017-06-30,1110,154.28,154.5,153.14,153.83,118.9632484,3501395,0,1
2017-06-29,1111,155.35,155.74,153.62,154.13,119.1952511,3245649,0,1
2017-06-28,1112,155.15,155.55,154.78,155.32,120.1155284,2203062,0,1
2017-06-27,1113,155,155.34,154.5,154.75,119.6747233,2385619,0,1
2017-06-26,1114,154.71,155.75,154.63,155.23,120.0459276,2129945,0,1
2017-06-23,1115,154.34,154.68,153.8,154.11,119.1797842,3148468,0,1
2017-06-22,1116,154.55,154.99,153.69,154.4,119.4040535,2361275,0,1
2017-06-21,1117,155.79,155.79,153.39,153.79,118.9323147,3934281,0,1
2017-06-20,1118,154.48,155.389,154.25,154.95,119.8293918,4469538,0,1
2017-06-19,1119,155.51,155.86,154.54,154.84,119.7443241,4381436,0,1
2017-06-16,1120,154.23,155.42,152.9676,155.38,120.161929,6128190,0,1
2017-06-15,1121,153.29,154.69,153.29,154.22,119.2648519,4626272,0,1
2017-06-14,1122,153.97,154.9399,152.94,153.81,118.9477815,3035864,0,1
2017-06-13,1123,155.44,155.48,154.15,154.25,119.2880521,3509558,0,1
2017-06-12,1124,154.19,157.2,154.02,155.18,120.0072605,6461725,0,1
2017-06-09,1125,152,154.265,151.88,154.1,119.1720508,4355401,0,1
2017-06-08,1126,151,152.82,150.92,152.1,117.6253662,3681319,0,1
2017-06-07,1127,153.05,154.2,150.8,150.98,116.7592228,4858631,0,1
2017-06-06,1128,152,152.89,152,152.37,117.8341686,3786593,0,1
2017-06-05,1129,151.82,152.93,151.6826,152.41,117.8651023,3971157,0,1
2017-06-02,1130,153.07,153.2,151.8,152.05,117.586699,3573193,0,1
2017-06-01,1131,152.8,152.87,151.63,152.67,118.0661713,2904189,0,1
2017-05-31,1132,152.03,152.8,151.65,152.63,118.0352376,3496466,0,1
2017-05-30,1133,151.95,152.67,151.59,151.73,117.3392295,3609710,0,1
2017-05-26,1134,152.85,153,152.06,152.49,117.9269697,2440117,0,1
2017-05-25,1135,153.25,153.73,152.9459,153.2,118.4760427,2579828,0,1
2017-05-24,1136,152.21,152.76,151.23,152.51,117.9424365,3731333,0,1
2017-05-23,1137,152.57,153.68,151.92,152.03,117.5712322,2563975,0,1
2017-05-22,1138,152.1,152.84,151.5992,152.64,118.042971,3248372,0,1
2017-05-19,1139,151.01,152.46,150.89,151.98,117.5325651,5617824,0,1
2017-05-18,1140,150.86,151.33,150.11,150.78,116.6045543,3268772,0,1
2017-05-17,1141,153.3,154.14,150.89,150.93,116.7205557,5048937,0,1
2017-05-16,1142,151.66,153.99,151.66,153.68,118.847247,5452539,0,1
2017-05-15,1143,150.62,151.83,150.4502,151.51,117.1690942,4218359,0,1
2017-05-12,1144,150.3,151.265,150,150.37,116.287484,3651964,0,1
2017-05-11,1145,151.05,151.15,149.79,150.65,116.5040198,5546379,0,1
2017-05-10,1146,151.651,152.37,151.13,151.25,116.9680252,4995590,0,1
2017-05-09,1147,152.6,153.1,151.5552,152.11,117.6330996,6823015,0,1
2017-05-08,1148,152.8,153.47,152.2,153.03,118.3445745,7415765,1.5,1
2017-05-05,1149,153.52,155.78,153,155.05,118.742809,12415240,0,1
2017-05-04,1150,158.89,159.14,158.36,159.05,121.8061514,4271669,0,1
2017-05-03,1151,158.74,159.45,158.52,158.63,121.4845005,3990429,0,1
2017-05-02,1152,159.44,159.49,158.64,159.1,121.8444432,3149949,0,1
2017-05-01,1153,160.05,160.42,158.7,158.84,121.6453259,4919710,0,1
2017-04-28,1154,160.5,160.59,159.7,160.29,122.7557875,4029533,0,1
2017-04-27,1155,160.29,160.48,159.63,160.32,122.7787626,4081640,0,1
2017-04-26,1156,160.53,161.1,159.89,160.06,122.5796454,4311484,0,1
2017-04-25,1157,161.78,162.04,160.38,160.39,122.8323711,4842189,0,1
2017-04-24,1158,161.29,161.57,160.42,160.75,123.1080719,5320608,0,1
2017-04-21,1159,162.05,162.11,160.38,160.38,122.8247127,5607756,0,1
2017-04-20,1160,161.32,162.4,160.5,162.3,124.2951171,6486809,0,1
2017-04-19,1161,161.76,162.64,159.6,161.69,123.8279574,192843,0,1
2017-04-18,1162,170.79,171.69,169.83,170.05,130.2303429,6345465,0,1
2017-04-17,1163,169.75,171.3,169.62,171.1,131.0344703,3720218,0,1
2017-04-13,1164,169.92,171.36,169.53,169.53,129.8321084,3205462,0,1
2017-04-12,1165,171.04,171.2,170.02,170.66,130.6975027,3276931,0,1
2017-04-11,1166,170.65,171.23,168.98,170.58,130.6362358,4890163,0,1
2017-04-10,1167,172.53,172.56,171,171.2,131.1110539,3789936,0,1
2017-04-07,1168,172.08,172.93,171.28,172.14,131.8309393,3588302,0,1
2017-04-06,1169,173.47,173.47,172.25,172.45,132.0683484,3435403,0,1
2017-04-05,1170,174.7,176.33,172.81,172.88,132.3976577,6238894,0,1
2017-04-04,1171,173.52,174.96,173.26,174.52,133.6536281,3108855,0,1
2017-04-03,1172,173.82,174.87,173.38,174.5,133.6383113,4286498,0,1
2017-03-31,1173,173.98,174.95,173.69,174.14,133.3626105,2913684,0,1
2017-03-30,1174,173.86,174.59,173.69,173.86,133.1481766,3168254,0,1
2017-03-29,1175,174.3,174.49,173.46,173.94,133.2094434,3085606,0,1
2017-03-28,1176,173.94,175,173,174.51,133.6459697,3523345,0,1
2017-03-27,1177,172.69,174.16,172.0937,173.77,133.0792514,3259049,0,1
2017-03-24,1178,175.12,175.5,173.39,173.83,133.1252015,3221672,0,1
2017-03-23,1179,174.43,175.67,173.56,174.82,133.8833787,3739976,0,1
2017-03-22,1180,174.04,175.06,172.8,174.78,133.8527453,3450512,0,1
2017-03-21,1181,176.01,176.23,173.84,173.88,133.1634933,3927741,0,1
2017-03-20,1182,175.65,176.18,175.14,175.7,134.5573141,2476125,0,1
2017-03-17,1183,176.29,176.79,175.65,175.65,134.5190223,5920967,0,1
2017-03-16,1184,178.46,179,176.82,177.24,135.7367009,4311848,0,1
2017-03-15,1185,175.71,176.28,174.75,175.81,134.641556,3815537,0,1
2017-03-14,1186,176.18,176.82,175.211,175.72,134.5726308,3147497,0,1
2017-03-13,1187,177.85,178.06,176.415,176.46,135.1393491,3482189,0,1
2017-03-10,1188,178.21,179.49,177.42,177.83,136.1885439,3100116,0,1
2017-03-09,1189,179.15,179.25,175.88,177.18,135.6907507,5444076,0,1
2017-03-08,1190,180.75,180.95,179.3,179.45,137.4291975,3557396,0,1
2017-03-07,1191,180.71,181.29,180.1997,180.38,138.1414246,2977596,0,1
2017-03-06,1192,179.72,180.99,179.57,180.47,138.2103499,3204434,0,1
2017-03-03,1193,180.04,181.32,179.7649,180.05,137.8886989,1825048,0,1
2017-03-02,1194,181.88,181.88,180.43,180.53,138.2563,2918153,0,1
2017-03-01,1195,180.48,182.55,180.03,181.95,139.3437865,3005564,0,1
2017-02-28,1196,179.38,180.63,179.35,179.82,137.7125567,3273335,0,1
2017-02-27,1197,181.19,181.25,179.28,179.4,137.3909058,3691209,0,1
2017-02-24,1198,180.21,181.49,179.89,181.35,138.8842852,3299019,0,1
2017-02-23,1199,182,182.5,180.92,181.65,139.1140359,2282526,0,1
2017-02-22,1200,180.09,181.34,180.09,181.15,138.7311181,3020540,0,1
2017-02-21,1201,180.6,180.79,179.12,180.26,138.0495244,4480199,0,1
2017-02-17,1202,181.25,181.57,180,180.67,138.363517,3552305,0,1
2017-02-16,1203,181.45,182.79,180.87,181.43,138.945552,3251547,0,1
2017-02-15,1204,180.2,181.92,179.81,181.68,139.1370109,2914292,0,1
2017-02-14,1205,178.57,180.13,178.35,180.13,137.9499657,2775818,0,1
2017-02-13,1206,179.24,179.9,178.84,179.36,137.3602723,3093372,0,1
2017-02-10,1207,177.37,178.8701,176.76,178.68,136.8395041,2930710,0,1
2017-02-09,1208,176.17,177.8,175.91,177.21,135.7137258,3090710,0,1
2017-02-08,1209,177.5,177.5,175.88,176.17,134.9172568,2913126,1.4,1
2017-02-07,1210,176,178.62,175.9,178.46,135.5934766,3873233,0,1
2017-02-06,1211,175.31,175.98,174.38,175.86,133.6180029,2650509,0,1
2017-02-03,1212,175,176.34,174.89,175.82,133.587611,3309179,0,1
2017-02-02,1213,174.23,174.97,173.55,174.58,132.645462,2620526,0,1
2017-02-01,1214,175,175.7025,172.89,174.29,132.4251207,2795445,0,1
2017-01-31,1215,175.05,175.58,173.61,174.52,132.5998742,4134049,0,1
2017-01-30,1216,176.98,177.07,174.5768,175.8,133.5724151,4093555,0,1
2017-01-27,1217,178.47,179.2,177.3,177.3,134.7121114,3482105,0,1
2017-01-26,1218,178.06,178.88,177.51,178.66,135.7454362,3063911,0,1
2017-01-25,1219,176.26,179.25,176.13,178.29,135.4643111,5922462,0,1
2017-01-24,1220,171.36,176,171.16,175.9,133.6483948,6952369,0,1
2017-01-23,1221,170.08,171.25,170.01,171.03,129.9481806,5477314,0,1
2017-01-20,1222,167.81,170.64,166,170.55,129.5834778,12606847,0,1
2017-01-19,1223,166.96,167.45,165.8,166.81,126.7418348,6963386,0,1
2017-01-18,1224,167.45,168.59,166.69,166.8,126.7342368,4005626,0,1
2017-01-17,1225,166.69,168.18,166.1201,167.89,127.5624162,3315655,0,1
2017-01-13,1226,167.97,168.48,166.875,167.34,127.1445275,2875319,0,1
2017-01-12,1227,167.77,168.01,165.56,167.95,127.608004,2927953,0,1
2017-01-11,1228,166.05,167.76,165.6,167.75,127.4560445,3599464,0,1
2017-01-10,1229,167.98,168.09,165.34,165.52,125.7616959,4118694,0,1
2017-01-09,1230,169.47,169.8,167.62,167.65,127.3800648,3189413,0,1
2017-01-06,1231,168.69,169.92,167.52,169.53,128.8084842,2945536,0,1
2017-01-05,1232,169.25,169.39,167.26,168.7,128.1778522,2682181,0,1
2017-01-04,1233,167.77,169.87,167.36,169.26,128.6033389,3381232,0,1
2017-01-03,1234,167,167.87,166.01,167.19,127.0305579,2934299,0,1
2016-12-30,1235,166.44,166.7,165.5,165.99,126.1188008,2952200,0,1
2016-12-29,1236,166.02,166.99,166,166.6,126.5822773,1663542,0,1
2016-12-28,1237,167.29,167.74,166,166.19,126.2707603,1757500,0,1
2016-12-27,1238,166.98,167.98,166.85,167.14,126.992568,1397455,0,1
2016-12-23,1239,167,167.49,166.45,166.71,126.665855,1701228,0,1
2016-12-22,1240,167.36,168.23,166.58,167.06,126.9317842,2802631,0,1
2016-12-21,1241,166.25,167.94,165.25,167.33,127.1369295,3575210,0,1
2016-12-20,1242,167.49,168.25,166.45,167.6,127.3420749,2174569,0,1
2016-12-19,1243,166.83,167.26,166,166.68,126.6430611,2955864,0,1
2016-12-16,1244,168.97,169.11,166.06,166.73,126.681051,7117050,0,1
2016-12-15,1245,168.01,169.85,167.78,168.02,127.6611899,3388570,0,1
2016-12-14,1246,168.37,169.89,167.45,168.51,128.0334907,4123821,0,1
2016-12-13,1247,165.68,169.952,165.68,168.29,127.8663352,5932271,0,1
2016-12-12,1248,166.72,166.79,165.07,165.5,125.7465,3392030,0,1
2016-12-09,1249,165.18,166.72,164.6042,166.52,126.5214935,3146930,0,1
2016-12-08,1250,164.87,166,164.22,165.36,125.6401283,3266336,0,1
2016-12-07,1251,160.6,165.18,160.39,164.79,125.2070437,4435050,0,1
2016-12-06,1252,160.13,160.79,158.93,160.35,121.8335424,2858962,0,1
2016-12-05,1253,160.85,161.15,159.5875,159.84,121.4460456,3447052,0,1
2016-12-02,1254,159,160.29,158.41,160.02,121.5828092,2740782,0,1
2016-12-01,1255,161.95,162.195,158.3,159.82,121.4308497,4634740,0,1
2016-11-30,1256,163.35,163.8,162.21,162.22,123.2543639,4397777,0,1
2016-11-29,1257,164,164.41,163.03,163.53,124.2496987,3148196,0,1
2016-11-28,1258,163.2,164.66,162.7,164.52,125.0018983,4449355,0,1
2016-11-25,1259,161.83,163.19,161.83,163.14,123.9533777,1605344,0,1
2016-11-23,1260,161.94,162.38,161.3557,161.98,123.0720125,2256035,0,1
2016-11-22,1261,163,163,161.95,162.67,123.5962728,2770736,0,1
2016-11-21,1262,160.69,163,160.3697,162.77,123.6722526,4637097,0,1
2016-11-18,1263,159.8,160.72,159.21,160.39,121.8639343,2981633,0,1
2016-11-17,1264,159.22,159.93,158.85,159.8,121.4156537,2260984,0,1
2016-11-16,1265,158.46,159.55,158.03,159.29,121.028157,2252806,0,1
2016-11-15,1266,158.42,159.15,157.55,158.67,120.5570825,3476996,0,1
2016-11-14,1267,161.25,161.86,157.58,158.21,120.2075756,5196498,0,1
2016-11-11,1268,159.97,161.34,159.33,161.27,122.5325562,4446630,0,1
2016-11-10,1269,157.66,161.16,157.59,160.22,121.7347687,7715807,0,1
2016-11-09,1270,152.96,155.56,151,154.81,117.6242638,5403688,0,1
2016-11-08,1271,154.56,155.93,153.06,155.17,117.8977909,3921044,1.4,1
2016-11-07,1272,153.99,156.11,153.84,155.72,117.2577378,3804943,0,1
2016-11-04,1273,152.4,153.64,151.87,152.43,114.7803556,2470353,0,1
2016-11-03,1274,152.51,153.74,151.8,152.37,114.7351754,2878728,0,1
2016-11-02,1275,152.48,153.345,151.67,151.95,114.4189138,3074338,0,1
2016-11-01,1276,153.5,153.91,151.74,152.79,115.0514369,3191924,0,1
2016-10-31,1277,152.76,154.33,152.76,153.69,115.7291402,3553172,0,1
2016-10-28,1278,154.05,154.44,152.18,152.61,114.9158962,3654446,0,1
2016-10-27,1279,152.82,154.06,152.02,153.35,115.473119,4229336,0,1
2016-10-26,1280,150.71,152.94,150.255,151.81,114.3134933,2811421,0,1
2016-10-25,1281,150.69,151.16,149.83,150.88,113.6131998,2647416,0,1
2016-10-24,1282,150.4,151.52,150.4,150.57,113.3797687,2666740,0,1
2016-10-21,1283,150.58,151.15,149.56,149.63,112.6719452,4414171,0,1
2016-10-20,1284,151.28,152.9,151.02,151.52,114.0951222,4023075,0,1
2016-10-19,1285,151.27,152.45,150.83,151.26,113.8993412,4632854,0,1
2016-10-18,1286,150.02,151,147.79,150.72,113.4927192,12770570,0,1
2016-10-17,1287,154.45,155.89,154.34,154.77,116.5423843,5890421,0,1
2016-10-14,1288,154.47,155.53,154.09,154.45,116.3014231,4358147,0,1
2016-10-13,1289,153.7,154.22,152.27,153.72,115.7517304,2909948,0,1
2016-10-12,1290,154.97,154.97,153.08,154.29,116.1809425,2963843,0,1
2016-10-11,1291,156.73,156.95,153.89,154.79,116.5574443,2901226,0,1
2016-10-10,1292,156.71,158.49,156.655,157.02,118.2366426,2481288,0,1
2016-10-07,1293,157.14,157.7,154.86,155.67,117.2200876,2671256,0,1
2016-10-06,1294,156.84,157.43,155.89,156.88,118.1312221,1950106,0,1
2016-10-05,1295,157.07,157.83,156.72,157.08,118.2818228,1684458,0,1
2016-10-04,1296,157.67,158.53,155.82,156.46,117.8149605,2884146,0,1
2016-10-03,1297,158.06,158.37,157.02,157.61,118.6809148,2227800,0,1
2016-09-30,1298,158.9,159.838,158.06,158.85,119.6146394,3596878,0,1
2016-09-29,1299,158.63,165,157.46,158.11,119.0574166,3374838,0,1
2016-09-28,1300,156.99,158.625,156.23,158.29,119.1929573,3309408,0,1
2016-09-27,1301,154.32,156.77,153.81,156.77,118.0483917,2987195,0,1
2016-09-26,1302,154.46,154.46,153.46,153.98,115.9475113,2533325,0,1
2016-09-23,1303,155.62,156.04,154.71,154.98,116.700515,2702143,0,1
2016-09-22,1304,156.15,157.22,155.69,156.11,117.5514092,2690915,0,1
2016-09-21,1305,154.91,155.68,153.87,155.53,117.1146671,2473895,0,1
2016-09-20,1306,155.87,156.57,154.45,154.45,116.3014231,2159092,0,1
2016-09-19,1307,154.87,156.19,154.55,154.87,116.6176846,2450117,0,1
2016-09-16,1308,155.04,155.4,153.47,153.84,115.8420908,6463213,0,1
2016-09-15,1309,154.3,156.33,153.21,155.66,117.2125576,3662573,0,1
2016-09-14,1310,155.7,155.87,153.39,154.05,116.0002216,3860553,0,1
2016-09-13,1311,157.63,157.93,155.5,155.81,117.3255081,3636719,0,1
2016-09-12,1312,155.26,158.53,154.84,158.29,119.1929573,4367529,0,1
2016-09-09,1313,158.03,158.4,155.65,155.69,117.2351477,5185972,0,1
2016-09-08,1314,160.55,161.21,158.76,159,119.72759,3963164,0,1
2016-09-07,1315,160.19,161.76,160,161.64,121.7155197,2866227,0,1
2016-09-06,1316,159.88,160.86,159.11,160.35,120.744145,2994056,0,1
2016-09-02,1317,159.88,160.57,159.15,159.55,120.141742,2315366,0,1
2016-09-01,1318,158.32,159.62,158.1,159.54,120.134212,2358385,0,1
2016-08-31,1319,159.66,159.66,158.26,158.88,119.6372295,2323649,0,1
2016-08-30,1320,159.76,160.15,158.81,159.4,120.0287914,1813343,0,1
2016-08-29,1321,158.83,160.21,158.5,159.72,120.2697526,2475853,0,1
2016-08-26,1322,158.88,160.44,157.85,158.32,119.2155474,2498909,0,1
2016-08-25,1323,159,159.54,158.42,158.63,119.4489786,2575023,0,1
2016-08-24,1324,159.89,160.18,158.32,159.05,119.7652401,3620365,0,1
2016-08-23,1325,160.33,161.34,160.23,160.26,120.6763746,2838137,0,1
2016-08-22,1326,160,160.57,159.13,160,120.4805937,2039331,0,1
2016-08-19,1327,160.84,160.91,159.52,160.04,120.5107138,2815163,0,1
2016-08-18,1328,160.89,162,160.4401,161.36,121.5046787,3652013,0,1
2016-08-17,1329,160.97,161.16,159.84,160.44,120.8119153,3225919,0,1
2016-08-16,1330,161.11,161.93,160.69,160.7,121.0076963,2210229,0,1
2016-08-15,1331,162.4,162.97,161.78,161.88,121.8962406,2970415,0,1
2016-08-12,1332,163.19,163.46,161.52,161.95,121.9489509,2543079,0,1
2016-08-11,1333,162.25,164.95,162.18,163.53,123.1386968,8768585,0,1
2016-08-10,1334,162.19,162.66,161.955,162.08,122.0468414,2466675,0,1
2016-08-09,1335,162.22,162.772,161.645,161.77,121.8134102,2737530,0,1
2016-08-08,1336,162.73,163.27,161.58,162.04,122.0167212,3039081,1.4,1
2016-08-05,1337,162,163.51,161.57,163.5,122.0615144,3812370,0,1
2016-08-04,1338,160.86,161.7,160.12,161.55,120.6057349,2488878,0,1
2016-08-03,1339,160.13,160.86,159.8,160.67,119.9487677,2861558,0,1
2016-08-02,1340,161.27,161.4499,160.36,160.58,119.8815779,3080899,0,1
2016-08-01,1341,160.65,161.65,159.84,161.45,120.5310796,2823578,0,1
2016-07-29,1342,161.36,161.67,160.03,160.62,119.9114401,3547395,0,1
2016-07-28,1343,161.38,161.81,160.71,161.37,120.4713553,2340369,0,1
2016-07-27,1344,162.12,162.57,161.18,161.83,120.8147699,2162680,0,1
2016-07-26,1345,162.65,163.6,161.37,162.12,121.0312705,2892969,0,1
2016-07-25,1346,162,162.88,161.75,162.65,121.4269439,2804578,0,1
2016-07-22,1347,160.78,162.17,160.479,162.07,120.9939428,2520077,0,1
2016-07-21,1348,160.75,161.85,159.89,160.45,119.784526,4046030,0,1
2016-07-20,1349,159.97,161.71,159.6,161.36,120.4638897,4373609,0,1
2016-07-19,1350,161.78,162.14,157.89,159.58,119.1350243,7119917,0,1
2016-07-18,1351,159.3,160.75,158.73,159.86,119.3440593,6716340,0,1
2016-07-15,1352,159.9,159.98,158.5,159.78,119.284335,4474358,0,1
2016-07-14,1353,158.81,161.4,158.58,160.28,119.6576118,4637624,0,1
2016-07-13,1354,157.75,158.34,157.06,158.02,117.9704007,2746089,0,1
2016-07-12,1355,156,157.12,155.52,157.04,117.2387782,3843773,0,1
2016-07-11,1356,154.6,156.04,154.5,155.33,115.9621715,2833612,0,1
2016-07-08,1357,154,154.6,153.08,154.46,115.3126699,3040593,0,1
2016-07-07,1358,152.75,153.6891,151.89,152.6,113.9240802,2138421,0,1
2016-07-06,1359,151.85,152.41,149.92,152.37,113.7523728,2569393,0,1
2016-07-05,1360,151.19,152,150.76,151.68,113.2372508,2464820,0,1
2016-07-01,1361,152.19,152.97,151.4,152.35,113.7374417,2658280,0,1
2016-06-30,1362,148.86,151.91,148.67,151.78,113.3119062,3967126,0,1
2016-06-29,1363,146.5,148.48,146.45,148.46,110.8333482,3367736,0,1
2016-06-28,1364,144.78,145.73,144.22,145.7,108.7728603,3996007,0,1
2016-06-27,1365,146.18,146.6,142.5,143.5,107.1304423,5166665,0,1
2016-06-24,1366,149.97,150.61,146.18,146.59,109.437293,9081182,0,1
2016-06-23,1367,153.45,155.48,152.6,155.35,115.9771026,3967419,0,1
2016-06-22,1368,153.75,154.71,152.27,152.92,114.1629773,2833364,0,1
2016-06-21,1369,154.16,154.5689,153.69,154.05,115.0065829,2760344,0,1
2016-06-20,1370,152.6,154.67,152.52,153.61,114.6780993,3572102,0,1
2016-06-17,1371,150.96,152.72,150.6044,151.99,113.4686825,4663870,0,1
2016-06-16,1372,150.19,151.295,149,151.06,112.7743876,2449064,0,1
2016-06-15,1373,151.46,151.7925,150.6,150.68,112.4906972,2260406,0,1
2016-06-14,1374,151.28,151.79,150.4,151.06,112.7743876,2865833,0,1
2016-06-13,1375,151.63,152.5,150.28,151.28,112.9386294,3610407,0,1
2016-06-10,1376,152.79,153.3299,151.86,152.37,113.7523728,3120563,0,1
2016-06-09,1377,152.92,153.76,152.73,153.42,114.5362541,2021796,0,1
2016-06-08,1378,153.53,154.09,153.04,154,114.9692552,2935036,0,1
2016-06-07,1379,153.31,153.93,152.66,153.33,114.4690643,4464985,0,1
2016-06-06,1380,153.09,153.95,152.34,152.73,114.0211321,2378462,0,1
2016-06-03,1381,152.4,153.04,151.7,152.89,114.1405807,2328056,0,1
2016-06-02,1382,152.59,153.5,152.12,153.5,114.5959784,2642601,0,1
2016-06-01,1383,153,153.27,151.54,152.51,113.8568903,2662937,0,1
2016-05-31,1384,152.56,153.81,152.27,153.74,114.7751513,5836645,0,1
2016-05-27,1385,152.35,152.93,152.15,152.84,114.103253,2457037,0,1
2016-05-26,1386,151.55,152.51,151.05,152.44,113.8046316,3062934,0,1
2016-05-25,1387,148.93,152.09,148.5001,151.69,113.2447164,4358039,0,1
2016-05-24,1388,146.88,148.75,146.88,148.31,110.7213652,2929132,0,1
2016-05-23,1389,147.61,147.95,146.66,146.77,109.5716726,2103733,0,1
2016-05-20,1390,145.71,147.51,145.55,147.25,109.9300184,3670262,0,1
